time (s),Udown (m/s),eKinTot (j),eDissTot (J),divDevRhoTot(N)
1.62999922233e-08,-1e+300,1.4033831512300002e-23,3.4268177318299997e-25,(1.99262752453e-11 6.08626706523e-28 -2.42789656082e-13)
1.64000025028e-08,-1e+300,1.4010919812500002e-23,3.4287155625000003e-25,(1.99284381273e-11 6.20796702042e-28 -2.42016517418e-13)
1.6499992401e-08,-1e+300,1.3976550238e-23,3.42717429427e-25,(1.9915879871e-11 6.50356139933e-28 -2.38037501111e-13)
1.6599999047e-08,-1e+300,1.3946990960300001e-23,3.42953857271e-25,(1.99293626456e-11 5.42737439373e-28 -2.37580235955e-13)
1.67000028368e-08,-1e+300,1.39229618994e-23,3.4310067936e-25,(1.99350397482e-11 4.12774485844e-28 -2.3825238921e-13)
1.67999924787e-08,-1e+300,1.38921797182e-23,3.4312456868099997e-25,(1.99255542684e-11 3.43837697465e-28 -2.35106349252e-13)
1.68999959567e-08,-1e+300,1.38610559504e-23,3.43199039716e-25,(1.9931024564e-11 2.97643753683e-28 -2.32687087802e-13)
1.70000057949e-08,-1e+300,1.38355223386e-23,3.43324243486e-25,(1.99401663283e-11 2.36239968544e-28 -2.34369826194e-13)
1.7100005279e-08,-1e+300,1.38088895531e-23,3.4331996756699997e-25,(1.99351189865e-11 2.46813903374e-28 -2.32101240714e-13)
1.72000044212e-08,-1e+300,1.37758428698e-23,3.43500695554e-25,(1.99302903736e-11 1.87056722635e-28 -2.28282022691e-13)
1.72999973639e-08,-1e+300,1.37483607578e-23,3.43513245724e-25,(1.99437007808e-11 2.93331969287e-28 -2.30274537512e-13)
1.73999978985e-08,-1e+300,1.37256129771e-23,3.4367250691499997e-25,(1.9942431417e-11 4.02088509397e-28 -2.28849989924e-13)
1.74999978528e-08,-1e+300,1.36916070757e-23,3.4369590086199997e-25,(1.99283511591e-11 5.21009819513e-28 -2.24582795448e-13)
1.76000067644e-08,-1e+300,1.36658395493e-23,3.43745003071e-25,(1.99458201301e-11 6.72050814197e-28 -2.25378932987e-13)
